emp_no,first_name,last_name,salary,title
14552,Ibibia,Snyers,40000,Engineer
14556,Fatemeh,Zultner,40000,Assistant Engineer
14560,Elrique,Driscoll,62770,Engineer
14581,Gao,Condotta,59499,Engineer
14582,Kiyokazu,Morrin,40000,Senior Engineer
14600,Jayson,Cairo,41352,Senior Staff
14603,Lech,Marquardt,55369,Senior Engineer
14607,Suzette,Selvestrel,67813,Staff
14620,Jianhua,Erev,53303,Senior Engineer
14621,Souichi,Wixon,66404,Staff
14632,Gudjon,McClurg,40000,Assistant Engineer
14639,Arvind,Hempstead,79405,Staff
14640,Toshimori,Kornatzky,42662,Engineer
14642,Florian,Kuhnemann,54553,Engineer
14645,Laurentiu,Glinert,45647,Engineer
14648,IEEE,Lorys,89209,Senior Staff
14655,Jingling,Segond,65742,Senior Staff
14659,Sashi,Adachi,40926,Senior Engineer
14675,Teunis,Angel,40000,Senior Staff
14677,Herbert,Sifakis,40000,Senior Engineer
14683,Alois,Basart,41107,Senior Engineer
14690,Yechezkel,Bellone,40000,Engineer
14693,Brewster,Stranks,59960,Staff
14710,Mahmut,Hainaut,40341,Senior Staff
14713,Terresa,Ballarin,58566,Technique Leader
14722,Sachin,Jakobus,72726,Staff
14723,Constantino,Assaf,40000,Staff
14724,Aron,Lemarechal,66530,Staff
14774,Gio,Sigstam,40000,Staff
14780,Marlo,Bruckman,51232,Senior Engineer
14785,Zhonghua,Kaiser,46936,Senior Engineer
14793,Stein,Uchoa,47045,Engineer
14814,Odysseas,Nishimukai,40000,Staff
14817,Gaurav,Masaki,41203,Engineer
14821,Oguz,Kilgore,42545,Engineer
14839,Changho,Cronin,40000,Engineer
14846,Magy,Joslin,40002,Engineer
14853,Taiji,Nergos,58311,Engineer
14854,Angus,Perko,48875,Senior Staff
14865,Ute,Serra,61175,Senior Staff
14871,Arnd,Kaiserswerth,72116,Staff
14877,Arto,Meriste,40000,Senior Engineer
14879,Anyuan,Sigstam,54322,Engineer
14888,Temple,Barriga,60916,Senior Staff
14899,Alejandro,Casley,64365,Senior Staff
14905,Karsten,Baja,41067,Engineer
14906,Adil,Parveen,54758,Staff
14908,Kerhong,Flanders,40000,Engineer
14909,Mohan,Kamble,40000,Senior Engineer
14911,Xiaobin,Chelton,62738,Engineer
14914,Gretta,Benzaken,40000,Engineer
14915,Huican,Picco,40733,Engineer
14923,Shuzo,Gyorkos,40000,Technique Leader
14928,Satoru,Mukaidono,53377,Senior Staff
14941,Nathan,Lichtner,43608,Engineer
14942,Heon,Benveniste,40000,Engineer
14949,Insup,Reinhart,44930,Engineer
14954,Fox,Magliocco,43510,Senior Engineer
14955,Boguslaw,Kalefeld,45564,Assistant Engineer
14959,Kerryn,Hiyoshi,48289,Technique Leader
14966,Zhanqiu,Underwood,80123,Staff
14971,Fan,Simmen,55187,Senior Staff
14983,Hyuckchul,Pouyioutas,86754,Senior Staff
14987,Tiina,Demeyer,40719,Engineer
14993,Sanjay,Koblitz,45407,Senior Engineer
15005,Kiam,Sadowsky,50368,Engineer
15016,Woody,Gulik,40000,Senior Staff
15018,Ramalingam,Prenel,40668,Senior Staff
15019,Qingxiang,Shokrollahi,41721,Senior Engineer
15024,Yurii,Rullman,40000,Staff
15029,Giordano,Koshino,40000,Staff
15030,Rasikan,Nourani,40000,Senior Staff
15036,Ziva,Delgrande,40000,Senior Engineer
15049,Khun,Waymire,40000,Senior Staff
15052,Flemming,Kranzdorf,40630,Senior Engineer
15055,Shrikanth,Sherertz,40000,Senior Staff
15066,Tomokazu,Oaver,43455,Engineer
15069,Manton,Siksek,40000,Technique Leader
15071,Ayonca,Couchot,97484,Senior Staff
15075,Radoslaw,Rijsenbrij,40000,Senior Engineer
15077,Toshiki,Taubenfeld,40000,Senior Engineer
15082,Guadalupe,Zirintsis,63024,Technique Leader
15087,Chirstian,Ushiama,40000,Senior Engineer
15089,Giri,Coney,48594,Senior Engineer
15092,Remmert,Bahi,40000,Senior Staff
15102,Luigi,Axelband,40374,Senior Engineer
15105,Sudhanshu,Itzigehl,75800,Senior Staff
15113,Zhiguo,Giaccio,62081,Staff
15114,Pantung,Honglei,40000,Engineer
15133,Kagan,Malinowski,40000,Engineer
15134,Arun,Luiz,62752,Senior Staff
15145,Haldon,Servieres,51443,Senior Engineer
15151,Urs,Pouyioutas,61253,Senior Staff
15176,Charlene,Sankaranarayanan,98401,Senior Staff
15193,Neelam,Schach,47039,Senior Engineer
15196,Souichi,Duclos,55824,Engineer
15199,Heeju,Bernardinello,49278,Senior Engineer
15202,Pranay,Irland,40000,Engineer
15205,Cheong,Rodiger,43795,Engineer
15208,Sudharsan,Shokrollahi,44109,Staff
15218,Shuky,Conry,44614,Senior Staff
15228,Mona,Salvesen,40000,Senior Staff
15230,Keiichiro,Suessmith,70187,Senior Engineer
15234,Jouko,Zhiwei,47654,Senior Engineer
15237,Reinhard,Sadowsky,40000,Engineer
15243,Mountaz,Famili,41015,Senior Staff
15248,Edwin,Baar,64696,Staff
15253,Ayonca,Pardalos,40396,Engineer
15258,Guther,Karcich,40000,Engineer
15269,Eric,Reghbati,60930,Engineer
15271,Shiv,Bernardeschi,88026,Senior Staff
15278,Adam,Rohrbach,40000,Staff
15292,Miyeon,Lammel,87586,Staff
15295,Lobel,Peak,54607,Engineer
15312,Deniz,Linnainmaa,40508,Engineer
15324,Ziya,Lunn,40000,Assistant Engineer
15329,Fan,Openshaw,41839,Engineer
15330,Jaroslava,Chinal,53020,Staff
15334,Luerbio,Kuzuoka,40000,Engineer
15337,Masaru,Radivojevic,40000,Senior Engineer
15343,Chaosheng,Luce,48936,Senior Engineer
15354,Chikara,Nyrup,40782,Staff
15365,Mikhail,Schiettecatte,41309,Engineer
15369,Premal,Penttonen,81954,Staff
15370,Chuanyi,Nilsson,67631,Senior Engineer
15372,Nahum,Broder,79245,Senior Staff
15375,Shuho,Manders,65920,Senior Staff
15377,Shugo,Aumann,50274,Engineer
15382,Alassane,Siegrist,66083,Staff
15386,Genki,Sambasivam,77209,Staff
15392,Pradeep,Markovitch,55638,Assistant Engineer
15408,Maik,Penttonen,40000,Staff
15410,Wilmer,Kushner,58123,Senior Staff
15412,Huai,Thiria,62190,Engineer
15438,Constantijn,Munoz,43326,Staff
15441,Arvind,Weisert,40000,Staff
15452,Kazuhira,Weedman,40000,Engineer
15454,Hongzue,Cesareni,57571,Senior Staff
15470,Weiwu,Huhdanpaa,40693,Engineer
15474,Gilbert,Plumb,90430,Senior Staff
15479,Zhenbing,Soicher,40000,Senior Engineer
15480,Kwok,Trogemann,47645,Engineer
15504,Kasturi,Alpin,40000,Engineer
15505,Collette,Mikschl,56848,Engineer
15510,Inderjeet,Sethi,48661,Engineer
15511,George,Kowalchuk,76880,Senior Staff
15518,Uno,Valtorta,55563,Senior Engineer
15525,Masadi,Cherinka,40000,Engineer
15534,Guozhong,Grabner,63090,Staff
15539,Shigeichiro,Spieker,47803,Senior Staff
15543,Mingdong,Staelin,40000,Senior Engineer
15545,Masadi,Suri,40000,Engineer
15548,Sanjai,Caine,48171,Engineer
15563,Constantino,Zykh,56239,Senior Staff
15565,True,Muchinsky,73532,Senior Staff
15566,Baoqiu,Azuma,61655,Senior Staff
15569,Rosalie,Garnick,40000,Staff
15600,Mack,Perna,40000,Engineer
15601,Carrsten,Anily,83263,Senior Staff
15623,Vishu,Falby,52506,Engineer
15641,Jaana,Roisin,56588,Staff
15651,Huan,Iwayama,50313,Assistant Engineer
15656,Mohammad,Schaaf,66141,Staff
15666,Pintsang,Rothenberg,40000,Assistant Engineer
15682,Hiroyasu,Przulj,40000,Senior Engineer
15687,Dekang,Ambroszkiewicz,62333,Senior Staff
15703,Chenye,Hanratty,40000,Engineer
15708,Reuven,Kushnir,85063,Staff
15714,Troy,Bala,40000,Engineer
15715,Insup,Ibel,40000,Staff
15726,Zhilian,Parascandalo,70522,Staff
15728,Jaewon,Nooteboom,40000,Senior Staff
15739,Poorav,Bahr,54605,Engineer
15740,Stepehn,Pocchiola,57994,Senior Staff
15750,Arumugam,Bresenham,40000,Engineer
15753,Sanjay,Breugel,40000,Engineer
15762,Kien,Impagliazzo,56568,Staff
15765,Tonny,Taubenfeld,40000,Engineer
15767,Baocai,Broomell,40000,Senior Engineer
15769,Pranay,Oskamp,61575,Staff
15788,Taegyun,Deyuan,53521,Engineer
15799,Manton,Gelosh,64458,Staff
15809,Mingsen,Antonisse,50619,Staff
15819,Magdalena,Rajcani,63847,Staff
15821,Aleksander,Antonakopoulos,40000,Assistant Engineer
15846,Bowen,Litecky,40000,Technique Leader
15861,Gio,Anido,50890,Staff
15866,Angel,Seiwald,40000,Engineer
15869,Guoxiang,Bala,40000,Engineer
15876,Munehiro,Vakili,51140,Senior Engineer
15877,Yannik,Kroll,40000,Engineer
15880,Miquel,Dechter,40000,Technique Leader
15889,Sasan,Azumi,63393,Senior Engineer
15892,Lunjin,Pettis,60367,Engineer
15901,Marsja,Fargier,40000,Senior Engineer
15902,Kazuhide,Stille,40000,Senior Staff
15905,DeForest,Petersohn,47421,Engineer
15911,Shaibal,Viele,45602,Senior Engineer
15912,Piyawadee,Cichocki,93126,Senior Staff
15920,Sanjit,Laurillard,48494,Engineer
15934,Kensyu,Shinomoto,50454,Assistant Engineer
15938,Garnik,Covnot,69499,Staff
15942,Murthy,Rosca,50486,Senior Engineer
15943,Yakkov,Demke,40000,Senior Engineer
15945,Hauke,Larfeldt,57717,Engineer
15946,Sham,Onuegbe,70769,Technique Leader
15948,Karoline,Versino,40000,Engineer
15955,Yuguang,Dratva,45283,Engineer
15971,Arumugam,Aloia,42963,Senior Engineer
15977,King,Ballarin,44282,Senior Staff
15978,Kaijung,Wielonsky,40000,Engineer
15993,Yoshimitsu,Peir,45611,Senior Engineer
16000,Marek,Demos,40000,Engineer
16018,Boutros,Papadias,52560,Engineer
16019,Chaoyi,Heystek,40000,Senior Engineer
16025,Doowon,Luce,84433,Engineer
16028,JiYoung,Takkinen,53714,Engineer
16033,Wayne,Spelt,40000,Senior Staff
16052,Maria,Rodham,40000,Engineer
16066,Marsha,Penn,74757,Senior Staff
16068,Leandro,Zongker,53031,Senior Staff
16076,Marko,Ebeling,47061,Engineer
16077,Kannan,Heemskerk,49020,Assistant Engineer
16086,Mohammad,Denos,42903,Assistant Engineer
16094,Berto,Rosar,40000,Engineer
16099,Mohan,Ferretti,40000,Senior Staff
16105,Alper,Tetzlaff,55207,Senior Staff
16126,Tse,Crabtree,68863,Staff
16130,Kerryn,Belinskaya,40000,Assistant Engineer
16134,Annemarie,Chaudhuri,40000,Engineer
16138,Leucio,Krzyzanowski,67593,Senior Staff
16146,Cathie,Meriste,53931,Engineer
16154,Monique,Docker,40000,Technique Leader
16164,Janche,Kinley,67467,Engineer
16185,Marin,Winter,44003,Technique Leader
16192,Leandro,Sigstam,40000,Senior Engineer
16201,Krassimir,Olano,53081,Technique Leader
16203,Mori,Kulisch,40000,Engineer
16212,Izaskun,Glinert,40000,Engineer
16222,Shaz,Thummel,40000,Engineer
16227,Hitomi,Vural,58619,Senior Engineer
16229,Ronnie,Lanzelotte,40000,Senior Staff
16230,Ung,Babu,40000,Senior Staff
16233,Sushant,Baba,54684,Senior Staff
16234,Jacopo,Basart,40000,Senior Staff
16237,Slavian,Leaver,83471,Senior Engineer
16246,Makato,Masaki,40000,Engineer
16252,Carrsten,Mattern,64982,Engineer
16255,Tomokazu,Ohori,40000,Senior Engineer
16266,Mikhail,Sethi,57642,Senior Staff
16272,Shuho,Zeleznik,40000,Engineer
16274,Sadun,Navazio,65521,Senior Staff
16302,Bedir,Speek,40000,Engineer
16324,Billie,Bazzichi,40000,Staff
16331,Giap,Garnham,63123,Senior Staff
16337,Hironoby,Schaad,40000,Engineer
16341,Boutros,Fendler,40000,Senior Staff
16355,Nikolaos,Luca,80403,Senior Staff
16360,Sham,Jonsson,47148,Senior Engineer
16364,Yifei,Gini,73503,Staff
16365,Janalee,Mellouli,40000,Senior Staff
16373,Narain,Aseltine,98832,Senior Staff
16377,Duri,Stanger,62147,Engineer
16380,Zhilian,Chleq,42820,Staff
16382,Chaoyi,Talmon,66986,Senior Engineer
16383,Lidong,Czap,55977,Senior Engineer
16388,Subhankar,Georgatos,40000,Senior Staff
16396,Guangming,Yoshimura,77582,Staff
16397,Shimshon,Cusworth,66757,Staff
16398,Limsoon,Krzyzanowski,71254,Senior Staff
16399,Apostol,Collette,59384,Senior Staff
16404,Rafols,Rabehasaina,45689,Senior Engineer
16412,Moss,Tokunaga,66524,Technique Leader
16425,Idoia,Beerel,53045,Senior Engineer
16438,Abdulla,Demeyer,52449,Engineer
16446,Jouko,Chinin,94600,Staff
16447,Zhiguo,Savasere,40000,Engineer
16448,Tsvetan,Zwicker,76979,Engineer
16453,Goncalo,Basart,47433,Senior Staff
16471,Bogdan,Birta,44976,Staff
16478,Bedir,Wroclawski,40000,Staff
16479,Jixiang,Eiter,62446,Senior Staff
16486,Sanjay,Perin,57496,Senior Staff
16487,Arunas,Yemenis,73302,Senior Staff
16490,Muzhong,Thiria,85462,Senior Staff
16491,Emdad,Radwan,40000,Staff
16500,Elvis,Servieres,46887,Staff
16504,Mong,Cromarty,40000,Senior Engineer
16510,Mototsugu,Vecchio,40000,Senior Staff
16537,Weidon,Seiwald,40000,Senior Engineer
16539,Gretta,Fetvedt,40000,Engineer
16546,Sangeeta,Lanphier,47819,Senior Engineer
16549,Olivera,Thibadeau,60531,Staff
16551,Sadegh,Ranon,82980,Senior Engineer
16556,Mostafa,Hiltgen,53954,Senior Engineer
16557,Fan,Majewski,53197,Senior Engineer
16567,Hein,Senzako,40000,Senior Staff
16570,Uta,Matzen,46162,Senior Engineer
16580,Masaru,Valiente,40000,Senior Engineer
16607,Vishwani,Honglei,54558,Senior Staff
16608,Boguslaw,Greibach,40000,Engineer
16619,Arvind,Boguraev,40000,Senior Engineer
16657,Yongdong,Heyers,63463,Engineer
16658,Florian,Soicher,50917,Senior Staff
16672,Georgi,Peris,55265,Staff
16674,Duke,Takanami,40000,Technique Leader
16679,Domenick,Cummings,40000,Engineer
16683,Hatem,Ghandeharizadeh,60120,Senior Engineer
16706,Gad,Krone,63470,Senior Engineer
16716,Ramachenga,Zumaque,54270,Engineer
16719,Sasan,Benantar,40000,Senior Staff
16723,Mohd,Randt,56932,Staff
16729,Kirk,Broomell,51318,Staff
16731,Domenico,Versino,48868,Engineer
16733,Zijian,Serna,40000,Engineer
16759,Vojin,Masaki,40000,Senior Engineer
16799,Shigeichiro,Bamford,54405,Engineer
16801,Gila,Strooper,48932,Senior Engineer
16803,Ziva,Rohrbach,50968,Engineer
16806,Sreekrishna,Dayana,72405,Senior Staff
16808,Kiyokazu,Katiyar,87215,Staff
16832,Mads,Binkley,51405,Senior Engineer
16851,Leon,Stasinski,51771,Staff
16852,Yefim,Fontet,48864,Senior Engineer
16858,Akeno,Gustavson,67670,Staff
16862,JiYoung,Eppinger,40000,Senior Engineer
16864,Candido,Gecsel,50361,Engineer
16868,Gou,Vandervoorde,58292,Staff
16869,Yakkov,Huttel,40000,Senior Staff
16871,Munir,Stiles,55303,Senior Engineer
16875,Nikolaos,Radhakrishnan,40000,Engineer
16880,Honesty,Bresenham,40000,Technique Leader
16885,Ronghao,Stentiford,72252,Senior Staff
16897,Charlene,Ebeling,57244,Technique Leader
16910,Kazunori,Botman,57230,Senior Engineer
16919,Tesuya,Yurov,40184,Engineer
16921,Evgueni,Yeung,71025,Senior Staff
16929,Murthy,Burnard,52679,Senior Engineer
16954,Akhilish,Apsitis,47943,Senior Staff
16955,Sangeeta,Marrakchi,74715,Senior Staff
16969,Sanjit,Braccini,49377,Engineer
16986,Hirochika,Gecseg,61653,Senior Engineer
16988,Xiong,Peron,47878,Senior Staff
16993,Hongzue,Dahlbom,57751,Senior Staff
16996,Shigenori,Millington,77644,Staff
16999,Bezalel,Sadowsky,40000,Senior Staff
17012,Valdiodio,Petereit,40000,Senior Engineer
17018,Berhard,Tasistro,40000,Senior Engineer
17024,Ewing,Siepmann,58181,Engineer
17041,Nishit,Montemayor,40492,Senior Staff
17046,Fay,Kornyak,44955,Senior Engineer
17047,Qingxiang,Rijsenbrij,43113,Engineer
17048,Christoph,Murthy,46913,Senior Engineer
17055,Marin,Wixon,46654,Senior Engineer
17063,Anoosh,Thiran,91391,Staff
17066,Heping,Ruther,59260,Senior Engineer
17068,Bodh,Gopalakrishnan,40000,Assistant Engineer
17072,Richara,Bala,40000,Senior Staff
17076,Gudjon,Hitomi,60092,Senior Engineer
17078,Gill,Hinsberger,44442,Senior Staff
17081,Weiru,Murtafg,40846,Engineer
17089,Rafail,Erman,67779,Senior Staff
17097,Cathie,Berztiss,46803,Engineer
17098,Xuedong,Gelosh,40000,Senior Engineer
17101,Sandeepan,Compeau,40173,Senior Engineer
17102,Radhika,Garnick,89793,Staff
17103,Takahiro,Feldmann,48187,Senior Engineer
17112,Yuguang,Vickson,40000,Engineer
17120,Yifei,Polupanov,40000,Staff
17125,Akhilish,Zweizig,40000,Senior Engineer
17126,Matk,Schapire,40000,Staff
17140,Mabhin,Schwabacher,40000,Assistant Engineer
17143,Ziyad,Munke,40000,Senior Engineer
17146,Aemilian,Barbanera,65674,Staff
17154,Aria,Milicia,40000,Staff
17158,Danai,Vecchio,48426,Engineer
17159,Quingbo,Mitchem,56346,Engineer
17160,Shay,Montemayor,49824,Senior Engineer
17163,Yurii,Papsdorf,47086,Senior Engineer
17185,Danai,Wilfing,75574,Senior Staff
17199,Vasilis,Guardalben,40000,Staff
17204,Jacqueline,Erdmenger,40000,Senior Staff
17215,Junichi,Langford,47977,Engineer
17220,Lorien,Panwar,45404,Engineer
17222,Leen,Muchinsky,54882,Engineer
17224,Denis,Back,40000,Senior Engineer
17235,Ronnie,Rissanen,40000,Senior Engineer
17236,Matk,Merro,75541,Engineer
17245,Neven,Milicia,81426,Staff
17260,Abdulah,Famili,40000,Engineer
17275,Shmuel,Danlos,46660,Senior Staff
17277,Arnd,Hopewell,40000,Senior Engineer
17280,Xuejia,Merle,69670,Senior Engineer
17285,Mario,Weiland,55174,Senior Staff
17293,Demin,Alpin,40000,Engineer
17294,Shrikanth,Pietrzykowski,43785,Senior Engineer
17322,Candida,Fordan,46840,Technique Leader
17326,Arumugam,Ramsay,40000,Senior Engineer
17327,Yongmin,Gihr,50152,Staff
17329,Shaunak,Tyugu,58239,Senior Engineer
17336,Shigenori,Chaudhuri,71761,Senior Engineer
17339,Fan,Mullainathan,58306,Engineer
17340,Yurii,Brookman,65863,Senior Staff
17352,Muneo,Katiyar,71029,Senior Staff
17355,Mingzeng,Weisert,40000,Engineer
17361,Macha,Griswold,55784,Assistant Engineer
17384,Youngkon,Nooteboom,55693,Staff
17387,Shir,Serra,49554,Staff
17396,Valeri,Henders,40000,Senior Engineer
17397,Kenroku,Hardjono,40000,Senior Engineer
17412,Leni,Vilarrasa,43480,Staff
17416,Kitty,Rissanen,40000,Engineer
17428,Pantung,Keustermans,40000,Staff
17436,Chirstian,Munawer,79815,Senior Staff
17448,Makato,Belinskaya,40728,Engineer
17468,Abdelghani,Irland,59122,Senior Staff
17470,Genevieve,Lichtner,60901,Senior Engineer
17472,Murthy,Verhoeff,40000,Staff
17478,Tuval,Merle,40000,Staff
17487,Gully,Staudhammer,40000,Engineer
17489,Karlis,Vigier,48368,Senior Staff
17500,Jinya,Bratsberg,44825,Technique Leader
17505,Gunilla,Moffat,63455,Senior Engineer
17507,Yurij,Turnbull,84985,Senior Staff
17512,Frederique,Hofmeyr,40000,Engineer
17516,Rosita,Dulli,40090,Technique Leader
17520,Shahab,Keohane,40000,Senior Engineer
17539,Cathie,Uhrik,60576,Senior Engineer
17544,Kien,Marletta,53927,Engineer
17552,Pradeep,Neiman,45663,Senior Staff
17556,Makato,Tsukuda,67047,Staff
17559,Annemarie,Papastamatiou,53573,Senior Engineer
17573,Berthier,Deverell,77659,Staff
17576,Behnaam,Krybus,40000,Senior Engineer
17582,Kauko,Spieker,44397,Senior Engineer
17584,Emdad,Coorg,40000,Senior Staff
17586,Lein,Halevi,40000,Senior Staff
17589,Xuejia,Denti,47493,Engineer
17625,Prodip,Mandelberg,47447,Engineer
17629,Mostafa,Winter,70592,Senior Staff
17647,Vasilis,Swab,75896,Staff
17657,Thanasis,Zucker,43935,Assistant Engineer
17674,Adib,Braccini,43044,Engineer
17677,Mingdong,Ramalingam,40000,Engineer
17681,Eran,Schauser,67824,Senior Staff
17683,Bernt,Henders,54891,Staff
17688,Faiza,Cincotta,45880,Senior Engineer
17695,Kazuhiro,Chvatal,71240,Staff
17696,Feiyu,Kusalik,40000,Senior Engineer
17699,Radhia,Heping,48618,Senior Engineer
17702,Mantis,Passafiume,40000,Engineer
17704,Vatsa,Broomell,40000,Senior Staff
17705,Toshimo,Mellouli,50346,Technique Leader
17711,Owen,Katiyar,49277,Engineer
17716,Josyula,Vitiello,40000,Senior Engineer
17727,Bingning,Picaronny,40000,Staff
17728,Tsuneo,Lienhardt,57162,Staff
17742,Tru,Cappelletti,52300,Senior Staff
17745,Hatem,Schreiter,40000,Senior Engineer
17778,Chirstian,Matzov,40000,Staff
17791,Matt,Stifter,46451,Senior Staff
17796,Alejandro,Impagliazzo,67933,Staff
17798,Guangming,Suessmith,83096,Senior Staff
17807,Jianhua,Glowinski,40000,Engineer
17815,Shuji,Wissmann,40000,Engineer
17816,Toshimo,Kenevan,74497,Senior Engineer
17834,Zhilian,Fiutem,40000,Senior Engineer
17840,Tonny,Sherertz,66948,Engineer
17841,Hilary,Ramaiah,40000,Senior Engineer
17849,Mandell,Varker,40000,Senior Staff
17869,Xiaocheng,Prochazka,40000,Assistant Engineer
17871,Ebbe,Hedayat,48561,Senior Engineer
17874,Rutger,Minakawa,75424,Staff
17891,Isaac,Luiz,44505,Engineer
17900,Sakthirel,Belinskaya,40000,Engineer
17907,Kotesh,Bernini,69291,Senior Staff
17916,Sukumar,Morrin,65572,Senior Engineer
17925,Adamantios,Baezner,47958,Senior Engineer
17968,Susanna,Murillo,72186,Engineer
17973,Sanjit,Beidas,51947,Senior Engineer
17986,Oguz,Angelopoulos,77587,Staff
17987,Atreyi,Monkewich,80776,Staff
17995,Oldrich,Vickson,40000,Senior Staff
18006,Vidya,Hanabata,108512,Staff
18013,Jiong,Shanbhogue,40000,Senior Engineer
18016,Somnath,Kaminger,50136,Senior Staff
18018,Sasan,Schrooten,70282,Senior Staff
18020,Adhemar,Pelz,40000,Senior Staff
18024,Uzi,Casperson,57859,Staff
18030,Jasminko,Brookner,55277,Senior Engineer
18061,Francesca,Taubman,57737,Engineer
18065,Chriss,Wroclawski,52601,Senior Staff
18068,Geoff,Lorie,66242,Senior Engineer
18075,Lein,Goodrum,44780,Senior Engineer
18080,Satyanarayana,Rosar,40000,Engineer
18086,Brewster,Szmurlo,74191,Staff
18095,Tse,Puppe,40000,Senior Staff
18099,Kazuhiko,Fendler,48187,Technique Leader
18108,Sanjai,Genin,76712,Staff
18109,Yechiam,Junot,70723,Staff
18123,Kristinn,Hitomi,40000,Staff
18130,Claudi,Cairo,40000,Staff
18134,Ult,Pesch,70424,Senior Engineer
18138,Moni,Baezner,62786,Senior Staff
18155,Dayanand,Danlos,40000,Engineer
18181,Gregory,Beerel,50366,Senior Staff
18208,Demin,Irland,70916,Senior Staff
18210,Mabo,Radhakrishnan,40000,Engineer
18212,Constantino,Journel,40000,Staff
18223,Gully,Mitchem,48598,Senior Staff
18230,Kristian,Dulin,40000,Engineer
18237,Limsoon,Tramer,40592,Engineer
18242,Shichao,Demian,62461,Senior Engineer
18250,Godehard,Orlowski,48469,Engineer
18251,Alair,Panangaden,58297,Senior Staff
18261,Shridhar,Baak,40000,Senior Engineer
18274,Yefim,Karnin,63753,Senior Staff
18297,Guther,Nastansky,56421,Senior Staff
18310,Ioana,Dalton,41095,Senior Engineer
18316,Hongzue,Msuda,54186,Senior Engineer
18322,Tonia,Lueh,40000,Assistant Engineer
18323,Oddvar,Tiemann,40000,Engineer
18327,Sadegh,Alblas,68661,Engineer
18333,Munehiro,Plesums,40520,Assistant Engineer
18362,Pohua,Wolniewicz,56027,Engineer
18369,Pintsang,Backhouse,53188,Senior Staff
18375,Gian,Debuse,41562,Staff
18376,Wayne,Stranks,50047,Engineer
18382,Remko,Mattern,57540,Senior Engineer
18393,Wuxu,Aseltine,40205,Senior Engineer
18401,Vidya,Itzfeldt,59818,Staff
18402,Bernice,Ritzmann,45396,Staff
18403,Vidya,Morrow,43239,Engineer
18407,Marsja,Luit,67557,Staff
18427,Kiyomitsu,Qiwen,65998,Senior Staff
18435,Basim,Covnot,62089,Staff
18438,Chiradeep,Iacovou,41898,Engineer
18443,Florina,Swick,69107,Staff
18448,Rosine,Bazelow,44353,Senior Engineer
18450,Takahito,Hoppenstand,59963,Staff
18454,Eric,Anido,64815,Staff
18459,Shuzo,Kavanagh,40000,Senior Staff
18468,Kirk,Cunliffe,40000,Engineer
18478,Mitsuyuki,Stranks,40000,Senior Engineer
18492,Turgut,Brickell,66792,Staff
18503,Mechthild,Marletta,66668,Senior Engineer
